Numero_Expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripció_sexe,Edat,Descripció_tipus_persona,Descripcio_Lloc_atropellament_vianat,Descripcio_Motiu_desplaÃ§ament_vianant,Descripcio_Motiu_desplaÃ§ament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84,Dia
2021S000005    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76807,Sardenya,0347 0347,Divendres,2021,1,Gener,1,Matí,12,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430801.33,4584254.22,2.170.990.289,41.405.007.434,1/01/2021
2021S000003    ,9,Sant Andreu,57,la Trinitat Vella,701431,C-17 (Puigcerdà),10000,Divendres,2021,1,Gener,1,Tarda,18,No és causa del  vianant,Turisme,Dona,46,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432344.00,4589744.92,2.188.829.952,41.454.591.771,1/01/2021
2021S000003    ,9,Sant Andreu,57,la Trinitat Vella,701431,C-17 (Puigcerdà),10000,Divendres,2021,1,Gener,1,Tarda,18,No és causa del  vianant,Turisme,Dona,48,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432344.00,4589744.92,2.188.829.952,41.454.591.771,1/01/2021
2021S000003    ,9,Sant Andreu,57,la Trinitat Vella,701431,C-17 (Puigcerdà),10000,Divendres,2021,1,Gener,1,Tarda,18,No és causa del  vianant,Turisme,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,432344.00,4589744.92,2.188.829.952,41.454.591.771,1/01/2021
2021S000014    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0585 0585,Dissabte,2021,1,Gener,2,Tarda,14,No és causa del  vianant,Turisme,Home,60,Vianant,A la vorera / Andana                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,430197.26,4582210.36,2.163.999.731,41.386.546.805,2/01/2021
2021S000020    ,8,Nou Barris,48,la Guineueta,356905,Verdum,0011 0017,Dissabte,2021,1,Gener,2,Tarda,20,No és causa del  vianant,"Camió rígid <= 3,5 tones",Home,58,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430961.39,4587723.61,2.172.508.767,41.436.268.794,2/01/2021
2021S000017    ,1,Ciutat Vella,2,el Barri Gòtic,269108,Portal de la Pau,0007 0007,Dissabte,2021,1,Gener,2,Tarda,17,No és causa del  vianant,Turisme,Home,19,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431350.48,4580999.18,2.177.928.736,41.375.737.337,2/01/2021
2021S000017    ,1,Ciutat Vella,2,el Barri Gòtic,269108,Portal de la Pau,0007 0007,Dissabte,2021,1,Gener,2,Tarda,17,No és causa del  vianant,Turisme,Home,19,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431350.48,4580999.18,2.177.928.736,41.375.737.337,2/01/2021
2021S000021    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0008 0008,Dissabte,2021,1,Gener,2,Tarda,18,No és causa del  vianant,Motocicleta,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,431797.04,4582391.79,2.183.111.581,41.388.318.202,2/01/2021
2021S000009    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0061 0061,Dissabte,2021,1,Gener,2,Matí,11,No és causa del  vianant,Motocicleta,Dona,65,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,430167.50,4582680.02,2.163.589.650,41.390.774.299,2/01/2021
2021S000009    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0061 0061,Dissabte,2021,1,Gener,2,Matí,11,No és causa del  vianant,Motocicleta,Home,64,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430167.50,4582680.02,2.163.589.650,41.390.774.299,2/01/2021
2021S000012    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0592 0592,Dissabte,2021,1,Gener,2,Matí,13,No és causa del  vianant,Motocicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430250.16,4582188.77,2.164.634.864,41.386.356.942,2/01/2021
2021S000016    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0252 0252,Dissabte,2021,1,Gener,2,Tarda,15,No és causa del  vianant,Motocicleta,Home,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,429949.89,4582312.04,2.161.029.601,41.387.441.089,2/01/2021
2021S000022    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0238 0238,Dissabte,2021,1,Gener,2,Nit,22,No és causa del  vianant,Bicicleta,Dona,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,428919.22,4582584.50,2.148.671.407,41.389.804.576,2/01/2021
2021S000010    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0333 0333,Dissabte,2021,1,Gener,2,Matí,11,No és causa del  vianant,Autobús,Dona,46,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428699.37,4580743.38,2.146.258.787,41.373.202.779,2/01/2021
2021S000007    ,3,Sants-Montjuïc,18,Sants,700445,Països Catalans,0007X0007X,Dissabte,2021,1,Gener,2,Matí,9,No és causa del  vianant,Autobús articulat,Dona,57,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428267.22,4581461.20,2.141.006.672,41.379.629.509,2/01/2021
2021S000008    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0353 0353,Dissabte,2021,1,Gener,2,Matí,11,No és causa del  vianant,Bicicleta,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428513.62,4583538.11,2.143.707.875,41.398.357.421,2/01/2021
2021S000018    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,0149 0149,Dissabte,2021,1,Gener,2,Tarda,17,No és causa del  vianant,Motocicleta,Home,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430374.66,4583905.65,2.165.926.290,41.401.831.120,2/01/2021
2021S000006    ,7,Horta-Guinardó,41,la Vall d'Hebron,700812,Can Marcet,0002 0002,Dissabte,2021,1,Gener,2,Matí,8,No és causa del  vianant,Turisme,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,429225.27,4587490.96,2.151.757.474,41.434.022.194,2/01/2021
2021S000023    ,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),1600000,Dissabte,2021,1,Gener,2,Tarda,21,No és causa del  vianant,Motocicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432696.87,4588930.56,2.193.145.279,41.447.286.803,2/01/2021
2021S000024    ,9,Sant Andreu,60,Sant Andreu,163107,Irlanda,0028 0028,Dissabte,2021,1,Gener,2,Tarda,20,No és causa del  vianant,Bicicleta,Home,19,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432078.60,4587152.60,2.185.944.258,41.431.221.228,2/01/2021
2021S000019    ,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0017U0017U,Dissabte,2021,1,Gener,2,Tarda,18,No és causa del  vianant,Motocicleta,Home,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432519.48,4588370.45,2.191.084.438,41.442.227.184,2/01/2021
2021S000015    ,10,Sant Martí,70,el Besòs i el Maresme,195409,Maresme,0138 0138,Dissabte,2021,1,Gener,2,Tarda,15,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,434119.48,4585484.33,2.210.550.552,41.416.365.665,2/01/2021
2021S000039    ,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Diumenge,2021,1,Gener,3,Tarda,20,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,-1,-1,,,3/01/2021
2021S000031    ,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,0039 0039,Diumenge,2021,1,Gener,3,Tarda,14,No és causa del  vianant,Bicicleta,Dona,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,432895.31,4582048.90,2.196.284.556,41.385.322.300,3/01/2021
2021S000033    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0440 0440,Diumenge,2021,1,Gener,3,Tarda,14,No és causa del  vianant,Autobús articulat,Dona,80,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,429946.42,4583384.71,2.160.863.960,41.397.101.972,3/01/2021
2021S000032    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0370 0370,Diumenge,2021,1,Gener,3,Matí,13,No és causa del  vianant,Bicicleta,Dona,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430634.43,4583728.78,2.169.053.962,41.400.260.576,3/01/2021
2021S000032    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0370 0370,Diumenge,2021,1,Gener,3,Matí,13,No és causa del  vianant,Bicicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430634.43,4583728.78,2.169.053.962,41.400.260.576,3/01/2021
2021S000041    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,0224X0224X,Diumenge,2021,1,Gener,3,Tarda,21,No és causa del  vianant,Motocicleta,Dona,23,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429935.09,4582481.94,2.160.832.939,41.388.970.034,3/01/2021
2021S000041    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,0224X0224X,Diumenge,2021,1,Gener,3,Tarda,21,No és causa del  vianant,Motocicleta,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429935.09,4582481.94,2.160.832.939,41.388.970.034,3/01/2021
2021S000037    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,0189 0189,Diumenge,2021,1,Gener,3,Tarda,17,No és causa del  vianant,Ciclomotor,Home,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429894.69,4582100.82,2.160.393.896,41.385.533.887,3/01/2021
2021S000040    ,2,Eixample,9,la Nova Esquerra de l'Eixample,87009,Comte Borrell,0178 0178,Diumenge,2021,1,Gener,3,Tarda,20,No és causa del  vianant,Motocicleta,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429336.75,4581961.62,2.153.737.695,41.384.231.317,3/01/2021
2021S000025    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació,0126 0126,Diumenge,2021,1,Gener,3,Matí,11,No és causa del  vianant,Motocicleta,Home,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,429564.56,4581737.22,2.156.488.137,41.382.230.208,3/01/2021
2021S000027    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0506 0510,Diumenge,2021,1,Gener,3,Matí,12,No és causa del  vianant,Bicicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429688.62,4581639.46,2.157.983.054,41.381.360.572,3/01/2021
2021S000026    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0333 0333,Diumenge,2021,1,Gener,3,Matí,12,No és causa del  vianant,Motocicleta,Dona,42,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428699.37,4580743.38,2.146.258.787,41.373.202.779,3/01/2021
2021S000026    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0333 0333,Diumenge,2021,1,Gener,3,Matí,12,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428699.37,4580743.38,2.146.258.787,41.373.202.779,3/01/2021
2021S000036    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32700,Balmes,0403 0407,Diumenge,2021,1,Gener,3,Tarda,17,No és causa del  vianant,Motocicleta,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428074.74,4584502.20,2.138.343.653,41.407.001.436,3/01/2021
2021S000028    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,0063 0063,Diumenge,2021,1,Gener,3,Matí,13,No és causa del  vianant,Bicicleta,Dona,32,Conductor,Desconegut                                                                                                                                            ,Desconegut,Activitat esportiva particular,Ferit lleu: Amb assistència sanitària en lloc d'accident,427313.72,4585409.71,2.129.130.548,41.415.106.495,3/01/2021
2021S000030    ,7,Horta-Guinardó,40,Montbau,148409,Sant Cugat,430000,Diumenge,2021,1,Gener,3,Tarda,14,No és causa del  vianant,Motocicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427486.63,4587256.02,2.130.977.792,41.431.751.010,3/01/2021
2021S000029    ,9,Sant Andreu,60,Sant Andreu,295709,Sant Adrià,0038B0038B,Diumenge,2021,1,Gener,3,Tarda,15,No és causa del  vianant,Motocicleta,Dona,20,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432710.34,4587520.14,2.193.463.702,41.434.584.749,3/01/2021
2021S000038    ,4,Les Corts,19,les Corts,278302,Reina Maria Cristina,9997 9997,Diumenge,2021,1,Gener,3,Tarda,19,Desobeir el senyal del semàfor,Tot terreny,Home,13,Vianant,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,427177.61,4582432.32,2.127.860.430,41.388.278.074,3/01/2021
2021S000045    ,2,Eixample,6,la Sagrada Família,73900,Castillejos,0183B0183B,Dilluns,2021,1,Gener,4,Matí,11,No és causa del  vianant,Autobús,Dona,77,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431801.89,4584000.14,2.182.988.346,41.402.804.564,4/01/2021
2021S000045    ,2,Eixample,6,la Sagrada Família,73900,Castillejos,0183B0183B,Dilluns,2021,1,Gener,4,Matí,11,No és causa del  vianant,Autobús,Dona,93,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431801.89,4584000.14,2.182.988.346,41.402.804.564,4/01/2021
2021S000071    ,2,Eixample,7,la Dreta de l'Eixample,32700,Balmes,0076 0076,Dilluns,2021,1,Gener,4,Tarda,19,No és causa del  vianant,Motocicleta,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429973.18,4582649.10,2.161.269.149,41.390.478.909,4/01/2021
2021S000050    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0100 0102,Dilluns,2021,1,Gener,4,Tarda,15,No és causa del  vianant,Motocicleta,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,429451.29,4582994.06,2.154.987.151,41.393.540.213,4/01/2021
2021S000043    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701491,Transversal 11,0001 0001,Dilluns,2021,1,Gener,4,Matí,11,No és causa del  vianant,Turisme,Home,65,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,426029.82,4575851.98,2.114.936.221,41.328.906.710,4/01/2021
2021S000063    ,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII,0018 0018,Dilluns,2021,1,Gener,4,Matí,8,No és causa del  vianant,Altres vehicles amb motor,Home,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,426740.28,4582066.66,2.122.674.434,41.384.944.992,4/01/2021
2021S000051    ,4,Les Corts,20,la Maternitat i Sant Ramon,701434,Mig (Descendent),190000,Dilluns,2021,1,Gener,4,Tarda,17,No és causa del  vianant,Ciclomotor,Dona,63,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit greu: hospitalització superior a 24h,427190.00,4581767.97,2.128.088.489,41.382.295.659,4/01/2021
2021S000051    ,4,Les Corts,20,la Maternitat i Sant Ramon,701434,Mig (Descendent),190000,Dilluns,2021,1,Gener,4,Tarda,17,No és causa del  vianant,Ciclomotor,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,427190.00,4581767.97,2.128.088.489,41.382.295.659,4/01/2021
2021S000042    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701501,B-20 (Llobregat),"7,00E+00",Dilluns,2021,1,Gener,4,Matí,11,No és causa del  vianant,Motocicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,426972.87,4584864.31,2.125.118.346,41.410.163.403,4/01/2021
2021S000052    ,6,Gràcia,31,la Vila de Gràcia,90502,Còrsega,0337 0337,Dilluns,2021,1,Gener,4,Tarda,16,No és causa del  vianant,Motocicleta,Home,62,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429939.81,4583457.51,2.160.776.468,41.397.757.080,4/01/2021
2021S000047    ,7,Horta-Guinardó,35,el Guinardó,367402,Volart,0083 0083,Dilluns,2021,1,Gener,4,Matí,13,No és causa del  vianant,Ciclomotor,Home,59,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431176.70,4585601.90,2.175.327.350,41.417.177.789,4/01/2021
2021S000046    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),1090000,Dilluns,2021,1,Gener,4,Matí,12,No és causa del  vianant,Autobús,Dona,86,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428509.16,4586744.68,2.143.275.425,41.427.237.308,4/01/2021
2021S000053    ,8,Nou Barris,55,Ciutat Meridiana,351606,Vallcivera,0037 0041,Dilluns,2021,1,Gener,4,Tarda,15,Altres,Autobús,Dona,59,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431284.33,4590295.68,2.176.081.046,41.459.462.162,4/01/2021
2021S000044    ,10,Sant Martí,68,el Poblenou,330107,Tànger,0151 0155,Dilluns,2021,1,Gener,4,Matí,11,No és causa del  vianant,Ciclomotor,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,432876.74,4584223.37,2.195.821.306,41.404.905.646,4/01/2021
2021S000048    ,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0183 0183,Dilluns,2021,1,Gener,4,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,44,Conductor,En pas regulat per semàfor                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428423.26,4581481.55,2.142.870.186,41.379.826.697,4/01/2021
2021S000049    ,8,Nou Barris,52,la Prosperitat,127205,Flor de Neu,0069 0069,Dilluns,2021,1,Gener,4,Tarda,14,Altres,Desconegut,Dona,60,Vianant,En pas sense senyalitzar                                                                                                                              ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431825.93,4588711.29,2.182.744.460,41.445.238.381,4/01/2021
2021S000055    ,2,Eixample,6,la Sagrada Família,89004,Consell de Cent,0583 0583,Dimarts,2021,1,Gener,5,Matí,10,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431876.60,4584226.14,2.183.856.601,41.404.846.416,5/01/2021
2021S000058    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0610 0610,Dimarts,2021,1,Gener,5,Matí,12,No és causa del  vianant,Motocicleta,Dona,49,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,430365.54,4582302.00,2.166.001.700,41.387.386.771,5/01/2021
2021S000058    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0610 0610,Dimarts,2021,1,Gener,5,Matí,12,No és causa del  vianant,Motocicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430365.54,4582302.00,2.166.001.700,41.387.386.771,5/01/2021
2021S000069    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París,0177 0177,Dimarts,2021,1,Gener,5,Tarda,15,No és causa del  vianant,Motocicleta,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429207.24,4582924.99,2.152.076.261,41.392.896.666,5/01/2021
2021S000062    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provença,0179 0179,Dimarts,2021,1,Gener,5,Tarda,15,No és causa del  vianant,Bicicleta,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,429558.57,4582708.67,2.156.303.489,41.390.979.211,5/01/2021
